"article_id";"doi";"title";"text";"section";"header";"div";"p";"s";"p_comp";"p_value";"machine_statement";"machine_context";"human_statement"
956797620984464;"10.1177/0956797620984464";"The Foreground Bias: Initial Scene Representations Across the Depth Plane";"p = .21";"results";"Results";8;4;3;"=";0,21;"When we compared the foreground and background conditions with the inconsistent control condition, we found that at 50 ms, participants responded ""yes"" in the foreground condition more than in the control condition, t(35) = 4.40, p < .001, d = 1.10, but interestingly, we did not see a significant difference in responses between the background and control conditions, t(35) = -1.28, p = .21, d = -0.23.";"As mentioned above, planned comparisons were done on the chimera scenes because these images contained the theoretically interesting contrast between scene categories within a single image (six comparisons, α = .00833). When we compared the foreground and background conditions with the inconsistent control condition, we found that at 50 ms, participants responded ""yes"" in the foreground condition more than in the control condition, t(35) = 4.40, p < .001, d = 1.10, but interestingly, we did not see a significant difference in responses between the background and control conditions, t(35) = -1.28, p = .21, d = -0.23. The pattern persisted in the 100-ms duration condition; participants responded ""yes"" significantly more often in the foreground condition than in the control condition, t(35) = 15.26, p < .001, d = 3.06, but not in the background condition, t(35) = 0.71, p = .48, d = 0.15.";NA
956797620984464;"10.1177/0956797620984464";"The Foreground Bias: Initial Scene Representations Across the Depth Plane";"p = .48";"results";"Results";8;4;4;"=";0,48;"The pattern persisted in the 100-ms duration condition; participants responded ""yes"" significantly more often in the foreground condition than in the control condition, t(35) = 15.26, p < .001, d = 3.06, but not in the background condition, t(35) = 0.71, p = .48, d = 0.15.";"When we compared the foreground and background conditions with the inconsistent control condition, we found that at 50 ms, participants responded ""yes"" in the foreground condition more than in the control condition, t(35) = 4.40, p < .001, d = 1.10, but interestingly, we did not see a significant difference in responses between the background and control conditions, t(35) = -1.28, p = .21, d = -0.23. The pattern persisted in the 100-ms duration condition; participants responded ""yes"" significantly more often in the foreground condition than in the control condition, t(35) = 15.26, p < .001, d = 3.06, but not in the background condition, t(35) = 0.71, p = .48, d = 0.15. To assess the bias directly, we compared the foreground and background conditions directly and found a significantly greater proportion of ""yes"" responses for the foreground than the background for both the 50-ms duration, t( 35";NA
956797620984464;"10.1177/0956797620984464";"The Foreground Bias: Initial Scene Representations Across the Depth Plane";"p = .15";"results";"Results";12;2;5;"=";0,15;"Interestingly, they did not show a significant difference in responses between the background and control conditions for 50-ms durations, t(47) = 1.46, p = .15, d = 0.27, but did show a significant difference (yielding a medium-size effect) in the 100-ms condition, t(47) = 3.10, p = .003, d = 0.57.";"For both the 50-ms and 100-ms duration conditions, participants responded ""yes"" to the foreground condition, t(47) = 4.69, p < .001, d = 0.91, more than the control condition, t(47) = 5.51, p < .001, d = 1.05. Interestingly, they did not show a significant difference in responses between the background and control conditions for 50-ms durations, t(47) = 1.46, p = .15, d = 0.27, but did show a significant difference (yielding a medium-size effect) in the 100-ms condition, t(47) = 3.10, p = .003, d = 0.57. When we compared the responses from the foreground and background conditions directly, we found that participants had a significant bias toward the foreground targets for the 50-ms duration, t(47) = 3.00, p = .004, d = 0.60, but there was no significant difference for the 100-ms duration, t(47) = 1.91, p = .063, d = 0.36.";NA
956797620984464;"10.1177/0956797620984464";"The Foreground Bias: Initial Scene Representations Across the Depth Plane";"p = .063";"results";"Results";12;2;6;"=";0,063;"When we compared the responses from the foreground and background conditions directly, we found that participants had a significant bias toward the foreground targets for the 50-ms duration, t(47) = 3.00, p = .004, d = 0.60, but there was no significant difference for the 100-ms duration, t(47) = 1.91, p = .063, d = 0.36.";"Interestingly, they did not show a significant difference in responses between the background and control conditions for 50-ms durations, t(47) = 1.46, p = .15, d = 0.27, but did show a significant difference (yielding a medium-size effect) in the 100-ms condition, t(47) = 3.10, p = .003, d = 0.57. When we compared the responses from the foreground and background conditions directly, we found that participants had a significant bias toward the foreground targets for the 50-ms duration, t(47) = 3.00, p = .004, d = 0.60, but there was no significant difference for the 100-ms duration, t(47) = 1.91, p = .063, d = 0.36. Thus, compared with the effect in the previous experiment, the effect here persisted but was diminished.";NA
956797620984464;"10.1177/0956797620984464";"The Foreground Bias: Initial Scene Representations Across the Depth Plane";"p = .057";"results";"Results";12;3;2;"=";0,057;"Participants responded ""yes"" in the foreground condition more than the inconsistent control condition-50 ms: t(47) = 6.93, p < .001, d = 1.32; 100 ms: t(47) = 4.85, p < .001, d = 1.09-but their responses in the background and inconsistent control conditions were not significantly different for 50-ms durations, t(47) = 1.95, p = .057, d = 0.42.";"Surprisingly, when the fixation dot was in the background, we found that participants continued to show the foreground bias. Participants responded ""yes"" in the foreground condition more than the inconsistent control condition-50 ms: t(47) = 6.93, p < .001, d = 1.32; 100 ms: t(47) = 4.85, p < .001, d = 1.09-but their responses in the background and inconsistent control conditions were not significantly different for 50-ms durations, t(47) = 1.95, p = .057, d = 0.42. However, there was a significant difference in the 100-ms condition, t(47) = 5.38, p < .001, d = 1.09.";NA
956797620984464;"10.1177/0956797620984464";"The Foreground Bias: Initial Scene Representations Across the Depth Plane";"p = .528";"results";"Results";12;6;6;"=";0,528;"When we compared directly, we found that in neither duration condition did participants show a significant bias for foreground targets-250 ms: t(47) = 0.636, p = .528, d = 0.14; 330 ms: t(47) = -1.50, p = .14, d = -0.32.";"We found that participants responded ""yes"" in the foreground condition more than in the control condition-250 ms: t(47) = 6.37, p < .001, d = 1.33; 330 ms: t(47) = 3.97, p < .001, d = 0.87-and in the background condition more than in the control condition-250 ms: t(47) = 6.38, p < .001, d = 1.20; 330 ms: t(47) = 5.90, p < .001, d = 1.27. We found that participants responded ""yes"" in the foreground condition more than in the control condition-250 ms: t(47) = 6.37, p < .001, d = 1.33; 330 ms: t(47) = 3.97, p < .001, d = 0.87-and in the background condition more than in the control condition-250 ms: t(47) = 6.38, p < .001, d = 1.20; 330 ms: t(47) = 5.90, p < .001, d = 1.27. When we compared directly, we found that in neither duration condition did participants show a significant bias for foreground targets-250 ms: t(47) = 0.636, p = .528, d = 0.14; 330 ms: t(47) = -1.50, p = .14, d = -0.32. When we compared directly, we found that in neither duration condition did participants show a significant bias for foreground targets-250 ms: t(47) = 0.636, p = .528, d = 0.14; 330 ms: t(47) = -1.50, p = .14, d = -0.32. Instead, it seems that participants were responding to the foreground and background targets in equal measure. Instead, it seems that participants were responding to the foreground and background targets in equal measure.";NA
956797620984464;"10.1177/0956797620984464";"The Foreground Bias: Initial Scene Representations Across the Depth Plane";"p = .20";"results";"Results";15;2;3;"=";0,2;"When we compared the foreground and background conditions with the inconsistent condition, we found that at 50 ms, participants responded ""yes"" to the foreground condition more than the control condition, t(35) = 5.93, p < .001, d = 1.47, but interestingly, we did not see a significant difference in responses between the background and control conditions, t(35) = 1.30, p = .20, d = 0.29.";"Planned comparisons using paired-samples t tests showed that when participants responded to scene-category names, the patterns of response were similar to those in Experiment 1 (six comparisons, α = .00833). When we compared the foreground and background conditions with the inconsistent condition, we found that at 50 ms, participants responded ""yes"" to the foreground condition more than the control condition, t(35) = 5.93, p < .001, d = 1.47, but interestingly, we did not see a significant difference in responses between the background and control conditions, t(35) = 1.30, p = .20, d = 0.29. Interestingly, the pattern for 100 ms changed; there were significantly more ""yes"" responses in both the foreground and background conditions than in the control condition, t(35) = 11.07, p < .001, d = 2.94, and t(35) = 5.073, p < .001, d = 0.95, respectively.";NA
956797620985832;"10.1177/0956797620985832";"Correlates of Hallucinatory Experiences in the General Population: An International Multisite Replication Study";"p = .399";"results";"Assessment of hallucinatory experiences";21;1;6;"=";0,399;"There was no association between the CAPS score and nonverbal reasoning, as assessed by matrix reasoning (r S = .02, 95% CI = [-.03, .08], p = .399).";"Consistent with previous findings (Bell et al., 2006(Bell et al.,, 2011)), a nonpreregistered analysis showed that the CAPS score was associated with age, having a psychiatric diagnosis, having a first-degree relative with a psychiatric diagnosis, and cannabis usage (see Table 2). There was no association between the CAPS score and nonverbal reasoning, as assessed by matrix reasoning (r S = .02, 95% CI = [-.03, .08], p = .399). The LSHS-E was used as a secondary measure of hallucinatory experiences, and participants' mean score was 20.33 (95% CI = [19.71,20.94], Mdn = 20, range = 0-60).";NA
956797620985832;"10.1177/0956797620985832";"Correlates of Hallucinatory Experiences in the General Population: An International Multisite Replication Study";"p = .461";"results";"Hypothesis 1: hallucinations and source memory";22;3;1;"=";0,461;"There was no correlation between number of imagineto-hear errors and CAPS score, r S (1376) = .02, 95% CI = [-.03, .07], p = .461.";"There was no correlation between number of imagineto-hear errors and CAPS score, r S (1376) = .02, 95% CI = [-.03, .07], p = .461. Equivalence testing indicated that the effect was statistically indistinguishable from 0, given equivalence bounds of -0.1 and 0.1 (p = .001).";NA
956797620985832;"10.1177/0956797620985832";"Correlates of Hallucinatory Experiences in the General Population: An International Multisite Replication Study";"p = .839";"results";"Hypothesis 1: hallucinations and source memory";22;3;3;"=";0,839;"Similarly, further analysis indicated that there was no association between imagine-to-hear errors and score on the LSHS-E, r S (1377) = -.005, 95% CI = [-.06, .05], p = .839.";"Equivalence testing indicated that the effect was statistically indistinguishable from 0, given equivalence bounds of -0.1 and 0.1 (p = .001). Similarly, further analysis indicated that there was no association between imagine-to-hear errors and score on the LSHS-E, r S (1377) = -.005, 95% CI = [-.06, .05], p = .839.";NA
956797620985832;"10.1177/0956797620985832";"Correlates of Hallucinatory Experiences in the General Population: An International Multisite Replication Study";"p = .11";"results";"Hypothesis 1: hallucinations and source memory";22;4;4;"=";0,11;"There was no association between reality monitoring accuracy and CAPS score (r S = .04, p = .11).";"The calculation was as follows: (hear-hear + imagine-imagine)/(hear-hear + imagine-imagine + hear-imagine + imagine-hear) × 100, where hear-hear refers to heard items correctly labeled as heard, hear-imagine refers to heard items incorrectly labeled as imagined, and so on. There was no association between reality monitoring accuracy and CAPS score (r S = .04, p = .11).";NA
956797620985832;"10.1177/0956797620985832";"Correlates of Hallucinatory Experiences in the General Population: An International Multisite Replication Study";"p = .842";"results";"Hypothesis 2: hallucinations and dichotic listening";23;2;1;"=";0,842;"There was no correlation between CAPS score and performance in the nonforced condition of the dichoticlistening task, as assessed by the number of right-ear responses (Hypothesis 2), r S (1263) = .006, 95% CI = [-0.05, 0.06], p = .842, and equivalence testing indicated that the effect was statistically indistinguishable from 0 (p < .001).";"There was no correlation between CAPS score and performance in the nonforced condition of the dichoticlistening task, as assessed by the number of right-ear responses (Hypothesis 2), r S (1263) = .006, 95% CI = [-0.05, 0.06], p = .842, and equivalence testing indicated that the effect was statistically indistinguishable from 0 (p < .001). Similarly, there was no association between CAPS score and the number of correct left-ear responses, r S (1263) = .022, 95% CI = [-.03, .08], p = .435, in the forced-left condition, which was also indistinguishable from 0 (p = .003).";NA
956797620985832;"10.1177/0956797620985832";"Correlates of Hallucinatory Experiences in the General Population: An International Multisite Replication Study";"p = .435";"results";"Hypothesis 2: hallucinations and dichotic listening";23;2;2;"=";0,435;"Similarly, there was no association between CAPS score and the number of correct left-ear responses, r S (1263) = .022, 95% CI = [-.03, .08], p = .435, in the forced-left condition, which was also indistinguishable from 0 (p = .003).";"There was no correlation between CAPS score and performance in the nonforced condition of the dichoticlistening task, as assessed by the number of right-ear responses (Hypothesis 2), r S (1263) = .006, 95% CI = [-0.05, 0.06], p = .842, and equivalence testing indicated that the effect was statistically indistinguishable from 0 (p < .001). Similarly, there was no association between CAPS score and the number of correct left-ear responses, r S (1263) = .022, 95% CI = [-.03, .08], p = .435, in the forced-left condition, which was also indistinguishable from 0 (p = .003).";NA
956797620985832;"10.1177/0956797620985832";"Correlates of Hallucinatory Experiences in the General Population: An International Multisite Replication Study";"p = .552";"results";"Hypothesis 3: hallucinations and verbal working memory";24;1;3;"=";0,552;"There was no association between mean digit span and CAPS score (Hypothesis 3), r S (1358) = -.02, 95% CI = [-.07, .04], p = .552, and equivalence testing indicated an effect indistinguishable from 0 (p < .001), although secondary analysis showed a very weak association between mean digit span and LSHS-E score, r S (1357) = -.06, 95% CI = [-.11, -.0004], p = .042.";"(2011). There was no association between mean digit span and CAPS score (Hypothesis 3), r S (1358) = -.02, 95% CI = [-.07, .04], p = .552, and equivalence testing indicated an effect indistinguishable from 0 (p < .001), although secondary analysis showed a very weak association between mean digit span and LSHS-E score, r S (1357) = -.06, 95% CI = [-.11, -.0004], p = .042.";NA
956797620985832;"10.1177/0956797620985832";"Correlates of Hallucinatory Experiences in the General Population: An International Multisite Replication Study";"p = .238";"results";"Hypothesis 4: hallucinations and auditory signal detection";25;2;3;"=";0,238;"There was no such association between CAPS score and d′, r S (581) = -.05, 95% CI = [-.13, .03], p = .238, although equivalence testing indicated that the correlation was not statistically equivalent to 0 (p = .110).";"Additional analysis also showed a positive association between CAPS score and hit rate, r S (581) = .18, 95% CI = [.10, .26], p < .001, and a negative association between CAPS score and β, r S (581) = -.17, 95% CI = [-.25, -.09], p < .001, indicating that increased CAPS score was associated with a reduced threshold for accepting the presence of a stimulus. Additional analysis also showed a positive association between CAPS score and hit rate, r S (581) = .18, 95% CI = [.10, .26], p < .001, and a negative association between CAPS score and β, r S (581) = -.17, 95% CI = [-.25, -.09], p < .001, indicating that increased CAPS score was associated with a reduced threshold for accepting the presence of a stimulus. There was no such association between CAPS score and d′, r S (581) = -.05, 95% CI = [-.13, .03], p = .238, although equivalence testing indicated that the correlation was not statistically equivalent to 0 (p = .110). There was no such association between CAPS score and d′, r S (581) = -.05, 95% CI = [-.13, .03], p = .238, although equivalence testing indicated that the correlation was not statistically equivalent to 0 (p = .110).";NA
956797620985832;"10.1177/0956797620985832";"Correlates of Hallucinatory Experiences in the General Population: An International Multisite Replication Study";"p = .965";"results";"Constructing a model to predict hallucinatory experiences from cognitive task performance";28;2;3;"=";0,965;"The third model added the remaining task variables (right-ear syllables in the nonforced condition of the dichotic-listening task, mean span in the digit-span task, imagine-to-hear errors in the source-memory task) and did not improve on the signal detection model (p = .965).";"The second model (signal detection) added the falsealarm rate in the signal detection task as a fixed effect and significantly improved on the baseline model (p = .028). The third model added the remaining task variables (right-ear syllables in the nonforced condition of the dichotic-listening task, mean span in the digit-span task, imagine-to-hear errors in the source-memory task) and did not improve on the signal detection model (p = .965). The AIC was also used to assess model quality.";NA
9567976211005768;"10.1177/09567976211005767";"The Effect of Replications on Citation Patterns: Evidence From a Large-Scale Reproducibility Project";"p = .468 ";"results";"Results";9;2;1;"=";0,468;"., 95% confidence interval (CI) = [ ., . ] -0 09 0 195, t( ) . 423 0 73 =, p = .468, and failed replications were negatively associated with citation rates, ρ  = -0 035 ., 95% CI = [ -0 159 0 089 ., . ], t( ) . 423 0 56 = -, p = .576, but neither of these effects for large values of y, the coefficient estimates obtained in the main specification, taken at face value, suggest that successful replications led to an increase in yearly citations of around 5% and that unsuccessful replications led to a decrease in yearly citations of around 4%.";"., 95% confidence interval (CI) = [ ., . ] -0 09 0 195, t( ) . 423 0 73 =, p = .468, and failed replications were negatively associated with citation rates, ρ  = -0 035 ., 95% CI = [ -0 159 0 089 ., . ], t( ) . 423 0 56 = -, p = .576, but neither of these effects for large values of y, the coefficient estimates obtained in the main specification, taken at face value, suggest that successful replications led to an increase in yearly citations of around 5% and that unsuccessful replications led to a decrease in yearly citations of around 4%. ., 95% confidence interval (CI) = [ ., . ] -0 09 0 195, t( ) . 423 0 73 =, p = .468, and failed replications were negatively associated with citation rates, ρ  = -0 035 ., 95% CI = [ -0 159 0 089 ., . ], t( ) . 423 0 56 = -, p = .576, but neither of these effects for large values of y, the coefficient estimates obtained in the main specification, taken at face value, suggest that successful replications led to an increase in yearly citations of around 5% and that unsuccessful replications led to a decrease in yearly citations of around 4%. For the average article in my sample, which has roughly eight citations per year, this would imply a change of ±1 citation every 2 to 3 years. For the average article in my sample, which has roughly eight citations per year, this would imply a change of ±1 citation every 2 to 3 years.";NA
9567976211005768;"10.1177/09567976211005767";"The Effect of Replications on Citation Patterns: Evidence From a Large-Scale Reproducibility Project";"p = .695";"results";"Robustness";11;3;1;"=";0,695;") . 567 0 39 = -, p = .695, replications continued to yield insignificant coefficient estimates.";") . 567 0 39 = -, p = .695, replications continued to yield insignificant coefficient estimates.";NA
9567976211005768;"10.1177/09567976211005767";"The Effect of Replications on Citation Patterns: Evidence From a Large-Scale Reproducibility Project";"p = .928";"results";"Robustness";11;5;1;"=";0,928;"1 158 1 27 ., . ], t( ) . 423 0 09 =, p = .928; successful logarithmic: δ  = 0 044 ., -1 -.5 0 .5 1 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 Successful Replication Inconclusive Replication Failed Replication Estimated b Fig.";"1 158 1 27 ., . ], t( ) . 423 0 09 =, p = .928; successful logarithmic: δ  = 0 044 ., -1 -.5 0 .5 1 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 Successful Replication Inconclusive Replication Failed Replication Estimated b Fig. 2.";NA
9567976211016396;"10.1177/09567976211016395";"Gender Gaps in Deceptive Self-Presentation on Social-Media Platforms Vary With Gender Equality: A Multinational Investigation";"p = .223";"intro";"Pilot Study: Lay Beliefs About Gender Differences";6;2;6;"=";0,223;"The percentages for ""women lie more"" and ""no difference between men and women"" were not statistically different from each other, according to a comparison of a model that contained three different probabilities with a model in which two parameters were constrained to be equal-likelihood-ratio test = 1.48 df = 1, p = .223.";"However, only 20% (n = 53) believed that men engage in deceptive self-presentation more in this domain (Table 1). The percentages for ""women lie more"" and ""no difference between men and women"" were not statistically different from each other, according to a comparison of a model that contained three different probabilities with a model in which two parameters were constrained to be equal-likelihood-ratio test = 1.48 df = 1, p = .223. Thus, lay beliefs do not offer a clear prediction with respect to physical attractiveness; that is, lay beliefs are not fully in line with Hypothesis 1 for deceptive self-presentation about physical attractiveness, but they are consistent with Hypothesis 1 for deceptive self-presentation about professional achievement.";NA
9567976211016396;"10.1177/09567976211016395";"Gender Gaps in Deceptive Self-Presentation on Social-Media Platforms Vary With Gender Equality: A Multinational Investigation";"p = .054";"intro";"Pilot Study: Lay Beliefs About Gender Differences";6;3;3;"=";0,054;"For physical attractiveness, χ(2, N = 524) = 5.84, p = .054, participants in the high-gender-equality condition were less likely than those in the low-gender-equality condition to believe that either men or women engage in deceptive self-presentation more and favor the option that both genders lie equally.";"Table 2 shows the results of the multinomial regressions. For physical attractiveness, χ(2, N = 524) = 5.84, p = .054, participants in the high-gender-equality condition were less likely than those in the low-gender-equality condition to believe that either men or women engage in deceptive self-presentation more and favor the option that both genders lie equally. The same held for the domain of personal achievement, χ(2, N = 524) = 8.06, p < .05.";NA
9567976211024260;"10.1177/09567976211024260";"Coping With Health Threats: The Costs and Benefits of Managing Emotions";"p = .078";"results";"Results";9;12;2;"=";0,078;"There was a significant main effect of target gender, F(1, 90) = 19.12, p < .001, η p 2 = .18, and target race, F(1.80, 161.94) = 26.27, p < .001, η p 2 = .23, qualified by a marginally significant Gender × Race interaction, F(2, 180) = 2.59, p = .078, η p 2 = .03 (Table 1, left).";"Consistent with our confirmatory and exploratory analyses (reported at <https://osf.io/6pwnm/>), results from the 2 (target gender) × 3 (target race) repeated measures ANOVA for face ratings indicated that intercorrelations between trait pairs were not equal across race and gender. There was a significant main effect of target gender, F(1, 90) = 19.12, p < .001, η p 2 = .18, and target race, F(1.80, 161.94) = 26.27, p < .001, η p 2 = .23, qualified by a marginally significant Gender × Race interaction, F(2, 180) = 2.59, p = .078, η p 2 = .03 (Table 1, left). Results indicated that, on average, the associations between different pairs of trait ratings (e.g., competentattractive) inferred from faces differed across targets' race and gender.";NA
9567976211028978;"10.1177/09567976211028978";"Resourceful Actors, Not Weak Victims: Reframing Refugees' Stigmatized Identity Enhances Long-Term Academic Engagement";"p = .65";"method";"Method";4;21;4;"=";0,65;"Dropout did not differ significantly by condition (p = .65).";"Eight participants left the survey before completing this measure, reducing the degrees of freedom for analyses of it. Dropout did not differ significantly by condition (p = .65).";NA
9567976211028978;"10.1177/09567976211028978";"Resourceful Actors, Not Weak Victims: Reframing Refugees' Stigmatized Identity Enhances Long-Term Academic Engagement";"p = .098";"results";"Results";5;7;3;"=";0,098;"There was some evidence for this in further exploratory analyses: Among participants who identified more with their refugee identity, greater effects were found on refugees' self-perceived academic preparation (p = .098), self-efficacy (p = .42), and challenge seeking (p = .02; see Fig.";"Schmader, 2002). Schmader, 2002). There was some evidence for this in further exploratory analyses: Among participants who identified more with their refugee identity, greater effects were found on refugees' self-perceived academic preparation (p = .098), self-efficacy (p = .42), and challenge seeking (p = .02; see Fig. There was some evidence for this in further exploratory analyses: Among participants who identified more with their refugee identity, greater effects were found on refugees' self-perceived academic preparation (p = .098), self-efficacy (p = .42), and challenge seeking (p = .02; see Fig. S1 in the Supplemental Material). S1 in the Supplemental Material).";NA
9567976211028978;"10.1177/09567976211028978";"Resourceful Actors, Not Weak Victims: Reframing Refugees' Stigmatized Identity Enhances Long-Term Academic Engagement";"p ≤ .786";"results";"Results";8;2;5;"≤";0,786;"At the same time, logins were greater every month in the treatment condition than in the studyskills control condition (by 9% to 54%; .016 ≤ p ≤ .786).";"This reduced power to detect condition effects on a monthby-month basis. At the same time, logins were greater every month in the treatment condition than in the studyskills control condition (by 9% to 54%; .016 ≤ p ≤ .786). Critically, the statistical effect on cumulative logins was stable over the year-long assessment period.";NA
9567976211028978;"10.1177/09567976211028978";"Resourceful Actors, Not Weak Victims: Reframing Refugees' Stigmatized Identity Enhances Long-Term Academic Engagement";"p = .080";"results";"Results";8;3;1;"=";0,08;"Analyses of the course-completion data show that participants finished 39% more courses 7 months after the intervention in the intervention condition (M = 1.83, SD = 4.75) than in the study-skills control condition (M = 1.31, SD = 3.21), resulting in a marginally significant difference over this period (b = 0.33, z = 1.75, p = .080, IRR = 1.39, 95% CI = [0.96, 2.02]).";"Analyses of the course-completion data show that participants finished 39% more courses 7 months after the intervention in the intervention condition (M = 1.83, SD = 4.75) than in the study-skills control condition (M = 1.31, SD = 3.21), resulting in a marginally significant difference over this period (b = 0.33, z = 1.75, p = .080, IRR = 1.39, 95% CI = [0.96, 2.02]). Thus, although technical difficulties prevented us from obtaining course-completion data over the full 1-year assessment period, there was some evidence that the intervention increased refugees' long-term academic achievement as well as their engagement.";NA
9567976211059800;"10.1177/09567976211059801";"The Language of Social Touch Is Intuitive and Quantifiable";"p = .190";"results";"Touch communication within close relationships";15;2;6;"=";0,19;"Swapping roles significantly improved identification of happiness, calming, and gratitude (attention: odds ratio [OR] = 0.81, 95% CI = [0.58, 1.12], z ratio = -1.32, p = .190; love: OR = 0.89, 95% CI = [0.68, 1.17], z = -0.84, p = .403; happiness: OR = 0.60, 95% CI = [0.45, 0.80], z ratio = -3.4, p < .001; calming: OR = 0.47, 95% CI = [0.36, 0.62], z ratio = -5.44, p < .001; sadness: OR = 1.01, 95% CI = [0.68, 1.17], z ratio = -0.836, p = .403; gratitude: OR = 0.52, 95% CI = [0.39, 0.68], z ratio = -4.7, p < .001; post hoc pairwise comparisons with Bonferroni-Holm correction).";"In this experiment only, the pairs swapped roles halfway through the testing session so that the sender became the receiver and vice versa. In this experiment only, the pairs swapped roles halfway through the testing session so that the sender became the receiver and vice versa. In this experiment only, the pairs swapped roles halfway through the testing session so that the sender became the receiver and vice versa. Swapping roles significantly improved identification of happiness, calming, and gratitude (attention: odds ratio [OR] = 0.81, 95% CI = [0.58, 1.12], z ratio = -1.32, p = .190; love: OR = 0.89, 95% CI = [0.68, 1.17], z = -0.84, p = .403; happiness: OR = 0.60, 95% CI = [0.45, 0.80], z ratio = -3.4, p < .001; calming: OR = 0.47, 95% CI = [0.36, 0.62], z ratio = -5.44, p < .001; sadness: OR = 1.01, 95% CI = [0.68, 1.17], z ratio = -0.836, p = .403; gratitude: OR = 0.52, 95% CI = [0.39, 0.68], z ratio = -4.7, p < .001; post hoc pairwise comparisons with Bonferroni-Holm correction). Swapping roles significantly improved identification of happiness, calming, and gratitude (attention: odds ratio [OR] = 0.81, 95% CI = [0.58, 1.12], z ratio = -1.32, p = .190; love: OR = 0.89, 95% CI = [0.68, 1.17], z = -0.84, p = .403; happiness: OR = 0.60, 95% CI = [0.45, 0.80], z ratio = -3.4, p < .001; calming: OR = 0.47, 95% CI = [0.36, 0.62], z ratio = -5.44, p < .001; sadness: OR = 1.01, 95% CI = [0.68, 1.17], z ratio = -0.836, p = .403; gratitude: OR = 0.52, 95% CI = [0.39, 0.68], z ratio = -4.7, p < .001; post hoc pairwise comparisons with Bonferroni-Holm correction). Swapping roles significantly improved identification of happiness, calming, and gratitude (attention: odds ratio [OR] = 0.81, 95% CI = [0.58, 1.12], z ratio = -1.32, p = .190; love: OR = 0.89, 95% CI = [0.68, 1.17], z = -0.84, p = .403; happiness: OR = 0.60, 95% CI = [0.45, 0.80], z ratio = -3.4, p < .001; calming: OR = 0.47, 95% CI = [0.36, 0.62], z ratio = -5.44, p < .001; sadness: OR = 1.01, 95% CI = [0.68, 1.17], z ratio = -0.836, p = .403; gratitude: OR = 0.52, 95% CI = [0.39, 0.68], z ratio = -4.7, p < .001; post hoc pairwise comparisons with Bonferroni-Holm correction).";NA
9567976211059800;"10.1177/09567976211059801";"The Language of Social Touch Is Intuitive and Quantifiable";"p = .316";"results";"Facial expressions accompanying touch communication";16;3;2;"=";0,316;"The receivers' zygomatic activity during touch was not overall significantly greater than baseline (EMM = .03, 95% CI = [-.03, .10]), t(28) = 1.02, p = .316, but did vary significantly with the cue, F(5, 920) = 7.04, p < .001 (Fig. 2a).";"Mixed-effects models revealed that the senders' zygomatic activity during touch was significantly greater than baseline (EMM = .19, 95% CI = [.10, .28]), t(28) = 4.13, p < .001, and varied with the cue, F(5, 906) = 49.69, p < .001 (model estimates and CIs are shown in boxplots in Fig. 2a). The receivers' zygomatic activity during touch was not overall significantly greater than baseline (EMM = .03, 95% CI = [-.03, .10]), t(28) = 1.02, p = .316, but did vary significantly with the cue, F(5, 920) = 7.04, p < .001 (Fig. 2a).";NA
9567976211059800;"10.1177/09567976211059801";"The Language of Social Touch Is Intuitive and Quantifiable";"p = .264";"results";"Facial expressions accompanying touch communication";16;4;1;"=";0,264;"The senders' overall corrugator activity was not significantly different during touch compared with baseline (EMM = .06, 95% CI = [-.04, .157]), t(28) = 1.14, p = .264, but did vary significantly with cue, F(5, 891) = 8.58, p < .001 (Fig. 2b).";"The senders' overall corrugator activity was not significantly different during touch compared with baseline (EMM = .06, 95% CI = [-.04, .157]), t(28) = 1.14, p = .264, but did vary significantly with cue, F(5, 891) = 8.58, p < .001 (Fig. 2b). The receivers' overall corrugator activity was not significantly different during touch compared with baseline (EMM = -.04, 95% CI = [-.10, .03]), t(28) = -1.15, p = .262, nor did it vary with cue, F(5, 901) = 1.50, p = .188 (Fig. 2b).";NA
9567976211059800;"10.1177/09567976211059801";"The Language of Social Touch Is Intuitive and Quantifiable";"p = .262";"results";"Facial expressions accompanying touch communication";16;4;2;"=";0,262;"The receivers' overall corrugator activity was not significantly different during touch compared with baseline (EMM = -.04, 95% CI = [-.10, .03]), t(28) = -1.15, p = .262, nor did it vary with cue, F(5, 901) = 1.50, p = .188 (Fig. 2b).";"The senders' overall corrugator activity was not significantly different during touch compared with baseline (EMM = .06, 95% CI = [-.04, .157]), t(28) = 1.14, p = .264, but did vary significantly with cue, F(5, 891) = 8.58, p < .001 (Fig. 2b). The senders' overall corrugator activity was not significantly different during touch compared with baseline (EMM = .06, 95% CI = [-.04, .157]), t(28) = 1.14, p = .264, but did vary significantly with cue, F(5, 891) = 8.58, p < .001 (Fig. 2b). The receivers' overall corrugator activity was not significantly different during touch compared with baseline (EMM = -.04, 95% CI = [-.10, .03]), t(28) = -1.15, p = .262, nor did it vary with cue, F(5, 901) = 1.50, p = .188 (Fig. 2b). The receivers' overall corrugator activity was not significantly different during touch compared with baseline (EMM = -.04, 95% CI = [-.10, .03]), t(28) = -1.15, p = .262, nor did it vary with cue, F(5, 901) = 1.50, p = .188 (Fig. 2b).";NA
